番号,名詞1,助詞1,名詞2,助詞2,名詞3,助詞3,動詞,子ども用解説,大人用解説,,
284,犬,が,家,に,,,帰る,「に」は行き先だよ。,到達点。,,
285,先生,が,学生,に,解き方,を,教える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
286,ぼく,は,友達,と,会話,を,楽しむ,「と」はあいて、「を」は対象だよ。,共同＋対象。,,
287,わたし,は,駅,から,徒歩,で,移動する,「から」ははじまり、「で」は手段だよ。,起点＋手段。,,
288,鳥,が,川,を,,,渡る,「を」は通る場所だよ。,経路。,,
289,友達,が,学校,で,実習,を,受ける,「で」は場所、「を」は対象だよ。,場所＋対象。,,
290,先生,が,本,の,内容,を,解説する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
291,ぼく,は,夜,に,動画,を,見る,「に」は時間、「を」は対象だよ。,時間＋対象。,,
292,わたし,は,公園,で,犬,と,散歩する,「で」は場所、「と」はいっしょだよ。,場所＋共同。,,
293,ねこ,が,棚,の,上,で,じっとする,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
294,犬,が,道,から,家,に,戻る,「から」ははじまり、「に」は行き先だよ。,起点＋到達点。,,
295,先生,が,学生,に,資料,を,説明する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
296,ぼく,は,朝,に,ジョギング,を,する,「に」は時間、「を」は対象だよ。,時間＋対象。,,
297,わたし,は,友達,から,連絡,を,受け取る,「から」はもと、「を」は対象だよ。,起点＋対象。,,
298,鳥,が,空,に,,,消えていく,「に」は行き先だよ。,到達点。,,
299,友達,が,教室,で,意見,を,述べる,「で」は場所、「を」は対象だよ。,場所＋対象。,,
300,先生,が,文化,について,説明,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
301,ぼく,は,家,で,映画,を,楽しむ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
302,わたし,は,駅,へ,,,向かう,「へ」は行き先だよ。,方向。,,
303,ねこ,が,机,の,下,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
304,犬,が,庭,から,外,へ,飛び出す,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
305,先生,が,学生,に,課題,を,出す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
306,ぼく,は,図書館,で,資料,を,読む,「で」は場所、「を」は対象だよ。,場所＋対象。,,
307,わたし,は,朝,に,紅茶,を,飲む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
308,鳥,が,空,を,,,飛び回る,「を」は通る場所だよ。,経路。,,
309,友達,が,駅,で,人,を,待つ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
310,先生,が,問題,を,,,解く,「を」は対象だよ。,対格。,,
311,ぼく,は,夜,まで,作業,を,続ける,「まで」はおわりの時間、「を」は対象だよ。,終点＋対象。,,
312,わたし,は,海,で,泳ぎ,を,楽しむ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
313,ねこ,が,ベッド,の,上,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
314,犬,が,道,を,,,歩く,「を」は通る場所だよ。,経路。,,
315,先生,が,学生,に,意見,を,聞く,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
316,ぼく,は,朝,に,新聞,を,読む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
317,わたし,は,友達,と,会話,を,楽しむ,「と」はあいて、「を」は対象だよ。,共同＋対象。,,
318,鳥,が,川,に,,,降りる,「に」は行き先だよ。,到達点。,,
319,友達,が,教室,で,発言,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
320,先生,が,本,の,内容,を,説明する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
321,ぼく,は,家,で,料理,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
322,わたし,は,公園,へ,,,向かう,「へ」は行き先だよ。,方向。,,
323,ねこ,が,机,の,下,で,休む,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
324,犬,が,庭,から,外,へ,出る,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
325,先生,が,学生,に,資料,を,配る,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
326,ぼく,は,図書館,で,本,を,借りる,「で」は場所、「を」は対象だよ。,場所＋対象。,,
327,わたし,は,朝,に,運動,を,する,「に」は時間、「を」は対象だよ。,時間＋対象。,,
328,鳥,が,空,を,,,飛び続ける,「を」は通る場所だよ。,経路。,,
329,友達,が,駅,で,電車,を,待つ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
330,先生,が,問題,を,,,解説する,「を」は対象だよ。,対格。,,
331,ぼく,は,夜,に,映画,を,見る,「に」は時間、「を」は対象だよ。,時間＋対象。,,
332,わたし,は,学校,で,勉強,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
333,ねこ,が,窓,の,外,を,見る,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
334,犬,が,道,で,,,止まる,「で」は場所だよ。,動作場所。,,
335,先生,が,学生,と,会話,を,する,「と」はあいて、「を」は対象だよ。,共同＋対象。,,
336,ぼく,は,友達,に,電話,を,かける,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
337,わたし,は,朝,から,勉強,を,続ける,「から」ははじまり、「を」は対象だよ。,起点＋対象。,,
338,鳥,が,山,に,,,戻る,「に」は行き先だよ。,到達点。,,
339,友達,が,教室,で,発表,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
340,先生,が,本,について,話,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
341,ぼく,は,家,で,ゲーム,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
342,わたし,は,駅,へ,,,急ぐ,「へ」は行き先だよ。,方向。,,
343,ねこ,が,棚,の,上,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
344,犬,が,庭,から,家,に,入る,「から」ははじまり、「に」は行き先だよ。,起点＋到達点。,,
345,先生,が,学生,に,宿題,を,出す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
346,ぼく,は,図書館,で,調べ物,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
347,わたし,は,朝,に,コーヒー,を,飲む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
348,鳥,が,空,を,,,飛び続ける,「を」は通る場所だよ。,経路。,,
349,友達,が,駅,で,電車,を,待つ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
350,先生,が,問題,を,,,解説する,「を」は対象だよ。,対格。,,
351,ぼく,は,体育館,で,バスケットボール,を,する,「で」は場所、「を」はすることだよ。,動作場所＋対象。,,
352,わたし,は,昼,に,弁当,を,食べる,「に」は時間、「を」は食べるものだよ。,時間＋対象。,,
353,ねこ,が,庭,の,木,に,登る,「の」はつながり、「に」は行き先だよ。,連体修飾＋到達点。,,
354,犬,が,玄関,で,,,待つ,「で」は場所だよ。,動作場所。,,
355,先生,が,学生,に,資料,を,配布する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
356,ぼく,は,友達,と,大会,に,出る,「と」はいっしょ、「に」は行き先だよ。,共同＋到達点。,,
357,わたし,は,駅,から,会社,まで,通勤する,「から」ははじまり、「まで」はおわりだよ。,起点＋終点。,,
358,鳥,が,湖,の,上,を,旋回する,「の」はつながり、「を」は通る場所だよ。,連体修飾＋経路。,,
359,友達,が,図書室,に,,,集まる,「に」は行き先だよ。,到達点。,,
360,先生,が,科学,について,実験,を,行う,「について」はそのこと、「を」はすることだよ。,複合助詞＋対象。,,
361,ぼく,は,夜,まで,宿題,を,終わらせる,「まで」はおわりの時間、「を」は対象だよ。,終点＋対象。,,
362,わたし,は,海辺,で,砂,を,集める,「で」は場所、「を」は対象だよ。,場所＋対象。,,
363,ねこ,が,ソファ,の,下,で,隠れる,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
364,犬,が,道路,を,,,走り抜ける,「を」は通る場所だよ。,経路。,,
365,先生,が,学生,と,計画,を,相談する,「と」はいっしょ、「を」は対象だよ。,共同＋対象。,,
366,ぼく,は,朝,から,トレーニング,を,続ける,「から」ははじまり、「を」は対象だよ。,起点＋対象。,,
367,わたし,は,友達,に,動画,を,送信する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
368,鳥,が,山,に,,,降りる,「に」は行き先だよ。,到達点。,,
369,友達,が,自宅,で,課題,を,仕上げる,「で」は場所、「を」は対象だよ。,場所＋対象。,,
370,先生,が,問題,を,,,解答する,「を」は対象だよ。,対格。,,
371,ぼく,は,図書館,で,論文,を,読む,「で」は場所、「を」は対象だよ。,場所＋対象。,,
372,わたし,は,朝,に,味噌汁,を,作る,「に」は時間、「を」は対象だよ。,時間＋対象。,,
373,ねこ,が,外,で,鳥,を,追う,「の」はつながり、「で」は場所、「を」は対象だよ。,連体修飾＋場所＋対象。,,
374,犬,が,家,に,,,戻ってくる,「に」は行き先だよ。,到達点。,,
375,先生,が,学生,に,理論,を,説明する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
376,ぼく,は,友達,と,議論,を,楽しむ,「と」はあいて、「を」は対象だよ。,共同＋対象。,,
377,わたし,は,駅,から,自転車,で,帰宅する,「から」ははじまり、「で」は手段だよ。,起点＋手段。,,
378,鳥,が,川,を,,,横切る,「を」は通る場所だよ。,経路。,,
379,友達,が,学校,で,発表,を,行う,「で」は場所、「を」は対象だよ。,場所＋対象。,,
380,先生,が,本,の,構造,を,解説する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
381,ぼく,は,夜,に,音楽,を,聴く,「に」は時間、「を」は対象だよ。,時間＋対象。,,
382,わたし,は,公園,で,子ども,と,遊ぶ,「で」は場所、「と」はいっしょだよ。,場所＋共同。,,
383,ねこ,が,棚,の,上,で,くつろぐ,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
384,犬,が,道,から,庭,に,戻る,「から」ははじまり、「に」は行き先だよ。,起点＋到達点。,,
385,先生,が,学生,に,テーマ,を,提示する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
386,ぼく,は,朝,に,ストレッチ,を,する,「に」は時間、「を」は対象だよ。,時間＋対象。,,
387,わたし,は,友達,から,情報,を,受け取る,「から」はもと、「を」は対象だよ。,起点＋対象。,,
388,鳥,が,空,に,,,舞う,「に」は行き先だよ。,到達点。,,
389,友達,が,教室,で,意見,を,共有する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
390,先生,が,歴史,について,解説,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
